id,id_orig,date,lon,lat,x,y,x.se,y.se,gap_flag,logit_g,logit_g.se,g
6471_1,6471,2024-05-25T05:12:00Z,33.05853997940921,-23.054746446397246,505.99684505227805,7450.418599921698,0.16622732123037232,0.15518641771304456,0,-0.50781822013996325,0.896331881284215,0.346305898918081
6471_1,6471,2024-05-25T06:12:00Z,33.055752610442596,-23.052016954130156,505.71142158972657,7450.72086759353,0.18051026780578977,0.16853557508846384,0,-0.5169248394756383,0.8770500961720904,0.3438490739012325
6471_1,6471,2024-05-25T07:12:00Z,33.053153839783086,-23.050048506636738,505.4452768347098,7450.938874705798,0.16655717893282398,0.1554940630813042,0,-0.5431406882178001,0.8561949156276601,0.33680827701781396
6471_1,6471,2024-05-25T08:12:00Z,33.05257901131756,-23.04942046857683,505.38641423925924,7451.008420069109,0.1521157144065309,0.14199534352152218,0,-0.5809113846332361,0.8302261324894941,0.32675040649023834
6471_1,6471,2024-05-25T09:12:00Z,33.05004395042541,-23.04668575834426,505.12681545172336,7451.311244680663,0.16655717680666757,0.15549406157787554,0,-0.6170108744458356,0.7995891664638803,0.3172372607351289
6471_1,6471,2024-05-25T10:12:00Z,33.0508057258215,-23.04137951181866,505.2050603918345,7451.898621179937,0.15223806020669706,0.14210939035121234,0,-0.6579889448171024,0.7586327661276525,0.3065625116046524
6471_1,6471,2024-05-25T11:12:00Z,33.046167078738485,-23.03958433006583,504.7298923355632,7452.097505747845,0.15235378525796947,0.14221747954094072,0,-0.7146198384210762,0.7068801707747933,0.292038656500072
6471_1,6471,2024-05-25T12:12:00Z,33.0559588263407,-23.02216506380268,505.73380981905234,7454.025471754636,0.1377765138320135,0.12859051981922112,0,-0.7664076881321394,0.650684808093595,0.2790009170975993
6471_1,6471,2024-05-25T13:12:00Z,33.060849142094995,-23.023761000125546,506.2348217788104,7453.848601723878,0.15235347346141673,0.1422170729143774,0,-0.7975822740409623,0.5868693668808364,0.27126981694112257
6471_1,6471,2024-05-25T14:12:00Z,33.06878716061696,-23.03138267020068,507.0477837061118,7453.004521803427,0.13786204401000438,0.12866957008333874,0,-0.6433349157122276,0.6240392328872778,0.31036434411049746
6471_1,6471,2024-05-25T15:12:00Z,33.07553992029351,-23.03194810595049,507.7396248384001,7452.941587014845,0.13786204239612326,0.12866945572570343,0,-0.5544308369959235,0.6346803407248647,0.3337909885912276
6471_1,6471,2024-05-25T16:12:00Z,33.080309258094914,-23.032930960450226,508.22821940239555,7452.832524767898,0.1379428743855542,0.12874478335662615,0,-0.4800183498694985,0.6543773532133841,0.3538399628065236
6471_1,6471,2024-05-25T17:12:00Z,33.08813310293182,-23.035833307435578,509.0296315595712,7452.510773107765,0.12336923886402994,0.11511757752891551,0,-0.42906689118881264,0.6643044648462153,0.3677750381855855
6471_1,6471,2024-05-25T18:12:00Z,33.088089487228146,-23.03616268957206,509.02514099602763,7452.4743130935085,0.10864293665922004,0.10134471781801124,0,-0.4267930836344805,0.6568981656028822,0.36840055006692596
